Year,Score of INDIA,Score of AUSTRALIA,,,,,,,,,
2015,4.565,7.284,,,,,,,,,
2016,4.404,7.313,,,,,,,,,
2017,4.315000057,7.28399992,,,,,,,,,
2018,4.19,7.272,,,,,,,,,
2019,4.015,7.228,,,,,,,,,
2020,3.573299885,7.222799778,,,,,,,,,
2021,3.819,7.183,,,,,,,,,
2022,3.777,7.162,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
